date,description,category,amount,type,account,payment_method
2/27/2023,Supermarket Purchase,Groceries,5588,expense,ICICI Savings,UPI
4/17/2022,Medical Expense,Medical,7602,expense,HDFC Savings,UPI
7/1/2023,Medical Expense,Medical,5821,expense,HDFC Savings,Card
6/28/2023,Equity Purchase,Stocks,8837,expense,HDFC Savings,UPI
5/4/2022,Freelance Project Payment,Freelance,3217,income,ICICI Savings,UPI
7/25/2023,Restaurant Payment,Dining,2807,expense,HDFC Savings,UPI
1/7/2023,Equity Purchase,Stocks,13779,expense,ICICI Savings,NetBanking
6/30/2022,Online Shopping,Shopping,7484,expense,ICICI Savings,Card
10/1/2022,Equity Purchase,Stocks,14145,expense,ICICI Savings,UPI
4/26/2022,Electricity Bill,Electricity,1789,expense,HDFC Savings,NetBanking
4/15/2024,Medical Expense,Medical,407,expense,ICICI Savings,Card
6/15/2024,Travel Booking,Travel,6920,expense,HDFC Savings,UPI
4/1/2023,Electricity Bill,Electricity,3910,expense,HDFC Savings,NetBanking
3/17/2023,Online Shopping,Shopping,5786,expense,ICICI Savings,Card
7/12/2022,Supermarket Purchase,Groceries,4034,expense,HDFC Savings,UPI
10/13/2022,Monthly Salary Credit,Salary,81158,income,HDFC Savings,NetBanking
12/19/2023,Fuel Station,Fuel,6878,expense,HDFC Savings,Card
7/4/2023,Freelance Project Payment,Freelance,401,income,ICICI Savings,Card
10/27/2023,Broadband Bill,Internet,5592,expense,HDFC Savings,UPI
1/26/2022,House Rent,Rent,22927,expense,HDFC Savings,NetBanking
5/12/2022,Freelance Project Payment,Freelance,2732,income,HDFC Savings,Card
4/20/2023,Medical Expense,Medical,7136,expense,HDFC Savings,UPI
3/12/2023,Monthly Salary Credit,Salary,79798,income,ICICI Savings,UPI
8/11/2023,Travel Booking,Travel,6686,expense,HDFC Savings,UPI
2/21/2024,Online Shopping,Shopping,4534,expense,HDFC Savings,Card
6/18/2022,Monthly Salary Credit,Salary,66503,income,HDFC Savings,UPI
1/23/2023,Insurance Premium,Insurance,3033,expense,ICICI Savings,NetBanking
6/7/2022,Broadband Bill,Internet,6553,expense,ICICI Savings,UPI
1/9/2024,Monthly Salary Credit,Salary,79691,income,HDFC Savings,NetBanking
1/14/2024,Medical Expense,Medical,7211,expense,ICICI Savings,UPI
12/19/2022,House Rent,Rent,21119,expense,ICICI Savings,NetBanking
12/1/2023,Supermarket Purchase,Groceries,7650,expense,HDFC Savings,UPI
6/23/2022,House Rent,Rent,22253,expense,HDFC Savings,NetBanking
9/23/2023,Supermarket Purchase,Groceries,7520,expense,HDFC Savings,UPI
10/22/2022,Fuel Station,Fuel,7186,expense,ICICI Savings,NetBanking
12/12/2023,Equity Purchase,Stocks,6638,expense,ICICI Savings,UPI
5/13/2022,Supermarket Purchase,Groceries,3667,expense,ICICI Savings,UPI
6/4/2023,Fuel Station,Fuel,484,expense,ICICI Savings,Card
4/4/2022,Monthly Salary Credit,Salary,78062,income,ICICI Savings,UPI
6/8/2023,House Rent,Rent,21374,expense,ICICI Savings,UPI
2/22/2024,Broadband Bill,Internet,6810,expense,HDFC Savings,UPI
1/26/2023,Monthly Salary Credit,Salary,63233,income,HDFC Savings,Card
5/8/2022,House Rent,Rent,21495,expense,HDFC Savings,Card
10/23/2023,Equity Purchase,Stocks,12070,expense,HDFC Savings,NetBanking
11/26/2023,Broadband Bill,Internet,5378,expense,HDFC Savings,NetBanking
4/2/2022,Equity Purchase,Stocks,11077,expense,ICICI Savings,NetBanking
2/20/2024,Restaurant Payment,Dining,4575,expense,ICICI Savings,Card
5/5/2023,Supermarket Purchase,Groceries,2856,expense,ICICI Savings,Card
5/15/2022,House Rent,Rent,18437,expense,HDFC Savings,NetBanking
6/6/2022,House Rent,Rent,17644,expense,HDFC Savings,NetBanking
4/19/2022,SIP Investment,Mutual Fund,12952,expense,ICICI Savings,Card
6/7/2022,Fuel Station,Fuel,4789,expense,HDFC Savings,NetBanking
4/15/2024,Medical Expense,Medical,5814,expense,HDFC Savings,UPI
1/22/2024,Fuel Station,Fuel,3517,expense,HDFC Savings,Card
7/7/2022,Equity Purchase,Stocks,13124,expense,ICICI Savings,UPI
1/16/2023,Medical Expense,Medical,603,expense,ICICI Savings,UPI
5/3/2024,Medical Expense,Medical,6674,expense,ICICI Savings,UPI
3/10/2022,Equity Purchase,Stocks,13612,expense,HDFC Savings,NetBanking
2/26/2022,Restaurant Payment,Dining,3450,expense,ICICI Savings,Card
4/18/2022,Equity Purchase,Stocks,6871,expense,HDFC Savings,Card
11/17/2023,Fuel Station,Fuel,2076,expense,ICICI Savings,UPI
10/31/2023,Broadband Bill,Internet,2853,expense,HDFC Savings,UPI
11/7/2023,Freelance Project Payment,Freelance,2000,income,ICICI Savings,UPI
2/15/2023,Medical Expense,Medical,669,expense,ICICI Savings,NetBanking
2/13/2023,Supermarket Purchase,Groceries,4876,expense,ICICI Savings,NetBanking
1/10/2023,Online Shopping,Shopping,718,expense,ICICI Savings,NetBanking
10/11/2022,SIP Investment,Mutual Fund,10801,expense,HDFC Savings,Card
11/23/2022,Restaurant Payment,Dining,4858,expense,HDFC Savings,UPI
10/4/2023,Medical Expense,Medical,751,expense,ICICI Savings,UPI
3/15/2023,Travel Booking,Travel,2392,expense,HDFC Savings,UPI
8/3/2023,SIP Investment,Mutual Fund,14030,expense,ICICI Savings,Card
3/15/2023,Restaurant Payment,Dining,338,expense,HDFC Savings,NetBanking
1/9/2024,Online Shopping,Shopping,5053,expense,HDFC Savings,NetBanking
11/25/2022,Electricity Bill,Electricity,4682,expense,ICICI Savings,Card
4/4/2024,House Rent,Rent,15986,expense,ICICI Savings,UPI
4/10/2024,House Rent,Rent,15297,expense,ICICI Savings,UPI
3/22/2023,House Rent,Rent,15244,expense,HDFC Savings,NetBanking
6/6/2024,Medical Expense,Medical,4264,expense,HDFC Savings,UPI
1/17/2024,Medical Expense,Medical,935,expense,HDFC Savings,Card
3/17/2022,Supermarket Purchase,Groceries,4882,expense,HDFC Savings,NetBanking
3/17/2023,Insurance Premium,Insurance,3505,expense,ICICI Savings,NetBanking
8/4/2023,Medical Expense,Medical,3918,expense,ICICI Savings,UPI
8/3/2023,Broadband Bill,Internet,4087,expense,HDFC Savings,UPI
6/18/2022,Online Shopping,Shopping,4218,expense,ICICI Savings,UPI
3/23/2022,SIP Investment,Mutual Fund,12862,expense,HDFC Savings,UPI
3/25/2023,Medical Expense,Medical,3389,expense,HDFC Savings,Card
12/14/2022,Travel Booking,Travel,4924,expense,ICICI Savings,NetBanking
7/12/2023,Online Shopping,Shopping,3086,expense,HDFC Savings,NetBanking
8/1/2022,Medical Expense,Medical,5811,expense,ICICI Savings,UPI
4/29/2022,Insurance Premium,Insurance,951,expense,ICICI Savings,Card
11/13/2022,Supermarket Purchase,Groceries,452,expense,ICICI Savings,UPI
8/27/2022,Freelance Project Payment,Freelance,1385,income,HDFC Savings,UPI
5/4/2022,Insurance Premium,Insurance,767,expense,ICICI Savings,UPI
3/4/2024,Fuel Station,Fuel,4183,expense,ICICI Savings,Card
10/17/2022,Insurance Premium,Insurance,5443,expense,ICICI Savings,Card
5/7/2023,Monthly Salary Credit,Salary,83296,income,HDFC Savings,UPI
5/24/2022,Online Shopping,Shopping,4797,expense,ICICI Savings,Card
11/10/2022,Restaurant Payment,Dining,4662,expense,ICICI Savings,Card
2/15/2023,Restaurant Payment,Dining,4889,expense,ICICI Savings,NetBanking
4/6/2023,Restaurant Payment,Dining,7448,expense,HDFC Savings,Card
4/15/2024,Supermarket Purchase,Groceries,3359,expense,ICICI Savings,Card
12/9/2023,Monthly Salary Credit,Salary,68419,income,ICICI Savings,UPI
1/24/2022,Online Shopping,Shopping,2201,expense,ICICI Savings,Card
12/17/2023,Supermarket Purchase,Groceries,4052,expense,HDFC Savings,UPI
8/26/2023,Travel Booking,Travel,3363,expense,ICICI Savings,NetBanking
3/13/2023,Insurance Premium,Insurance,1727,expense,ICICI Savings,Card
3/22/2022,Freelance Project Payment,Freelance,7431,income,ICICI Savings,UPI
8/6/2023,Travel Booking,Travel,3314,expense,HDFC Savings,Card
7/30/2022,Monthly Salary Credit,Salary,82764,income,ICICI Savings,NetBanking
4/23/2023,Travel Booking,Travel,265,expense,HDFC Savings,Card
12/25/2022,Freelance Project Payment,Freelance,1523,income,HDFC Savings,Card
2/28/2023,Medical Expense,Medical,1890,expense,ICICI Savings,Card
8/29/2022,Freelance Project Payment,Freelance,7190,income,ICICI Savings,NetBanking
10/24/2022,Broadband Bill,Internet,5285,expense,ICICI Savings,NetBanking
2/7/2023,Fuel Station,Fuel,7757,expense,ICICI Savings,Card
11/5/2023,Online Shopping,Shopping,2231,expense,ICICI Savings,Card
2/11/2024,Restaurant Payment,Dining,7365,expense,ICICI Savings,NetBanking
8/15/2022,Restaurant Payment,Dining,6008,expense,ICICI Savings,UPI
3/21/2024,Restaurant Payment,Dining,5213,expense,HDFC Savings,Card
8/7/2023,Insurance Premium,Insurance,5025,expense,HDFC Savings,NetBanking
9/6/2022,Equity Purchase,Stocks,14561,expense,ICICI Savings,Card
8/16/2023,Electricity Bill,Electricity,2535,expense,HDFC Savings,NetBanking
10/4/2022,Online Shopping,Shopping,2361,expense,HDFC Savings,NetBanking
2/17/2024,Medical Expense,Medical,7054,expense,HDFC Savings,UPI
8/18/2022,Monthly Salary Credit,Salary,79441,income,ICICI Savings,NetBanking
3/7/2023,House Rent,Rent,24919,expense,ICICI Savings,NetBanking
8/12/2022,Insurance Premium,Insurance,5680,expense,ICICI Savings,UPI
9/13/2022,House Rent,Rent,16697,expense,HDFC Savings,NetBanking
4/2/2023,House Rent,Rent,16002,expense,HDFC Savings,UPI
5/31/2024,Electricity Bill,Electricity,6439,expense,HDFC Savings,Card
12/1/2022,Restaurant Payment,Dining,7566,expense,ICICI Savings,UPI
10/21/2022,Medical Expense,Medical,6014,expense,ICICI Savings,Card
12/11/2022,Electricity Bill,Electricity,6756,expense,HDFC Savings,UPI
2/8/2022,Supermarket Purchase,Groceries,283,expense,HDFC Savings,Card
10/12/2022,Insurance Premium,Insurance,3745,expense,ICICI Savings,Card
3/7/2022,House Rent,Rent,18660,expense,HDFC Savings,UPI
5/25/2022,Travel Booking,Travel,7365,expense,ICICI Savings,UPI
5/20/2022,SIP Investment,Mutual Fund,4880,expense,HDFC Savings,NetBanking
6/3/2024,Electricity Bill,Electricity,2930,expense,ICICI Savings,Card
6/26/2023,Travel Booking,Travel,5073,expense,ICICI Savings,UPI
12/5/2022,Insurance Premium,Insurance,2963,expense,ICICI Savings,UPI
7/23/2023,Online Shopping,Shopping,6804,expense,HDFC Savings,NetBanking
9/17/2023,Supermarket Purchase,Groceries,7936,expense,HDFC Savings,Card
12/24/2023,Fuel Station,Fuel,4726,expense,ICICI Savings,UPI
9/23/2022,Travel Booking,Travel,2880,expense,ICICI Savings,Card
8/15/2022,Freelance Project Payment,Freelance,793,income,HDFC Savings,NetBanking
7/18/2023,Fuel Station,Fuel,593,expense,HDFC Savings,Card
7/7/2022,Supermarket Purchase,Groceries,6989,expense,ICICI Savings,UPI
11/18/2023,Travel Booking,Travel,1311,expense,HDFC Savings,UPI
7/19/2022,Restaurant Payment,Dining,3947,expense,ICICI Savings,UPI
9/29/2022,Online Shopping,Shopping,1903,expense,HDFC Savings,UPI
11/5/2022,Supermarket Purchase,Groceries,5633,expense,ICICI Savings,NetBanking
8/17/2023,Online Shopping,Shopping,4332,expense,ICICI Savings,NetBanking
5/1/2024,Monthly Salary Credit,Salary,61070,income,ICICI Savings,NetBanking
12/26/2023,House Rent,Rent,24323,expense,ICICI Savings,Card
2/11/2024,Insurance Premium,Insurance,610,expense,HDFC Savings,NetBanking
4/2/2022,Medical Expense,Medical,5628,expense,ICICI Savings,Card
10/20/2022,Freelance Project Payment,Freelance,4015,income,ICICI Savings,UPI
2/8/2022,Restaurant Payment,Dining,1902,expense,ICICI Savings,UPI
6/8/2022,Supermarket Purchase,Groceries,4595,expense,ICICI Savings,UPI
6/17/2022,House Rent,Rent,24160,expense,ICICI Savings,Card
2/5/2023,Fuel Station,Fuel,1684,expense,ICICI Savings,Card
1/18/2024,Equity Purchase,Stocks,5612,expense,HDFC Savings,UPI
5/17/2022,Broadband Bill,Internet,1455,expense,HDFC Savings,UPI
5/20/2022,Monthly Salary Credit,Salary,64405,income,ICICI Savings,Card
8/11/2023,Freelance Project Payment,Freelance,1965,income,HDFC Savings,UPI
8/24/2022,Monthly Salary Credit,Salary,67191,income,HDFC Savings,Card
2/23/2023,Electricity Bill,Electricity,3812,expense,HDFC Savings,NetBanking
12/10/2023,Freelance Project Payment,Freelance,5691,income,ICICI Savings,Card
1/9/2023,Equity Purchase,Stocks,3175,expense,ICICI Savings,Card
5/26/2022,SIP Investment,Mutual Fund,10837,expense,ICICI Savings,Card
9/13/2022,Travel Booking,Travel,664,expense,HDFC Savings,Card
10/20/2023,Fuel Station,Fuel,1925,expense,HDFC Savings,UPI
6/27/2022,Supermarket Purchase,Groceries,6218,expense,ICICI Savings,Card
6/24/2022,Supermarket Purchase,Groceries,437,expense,HDFC Savings,Card
1/4/2024,SIP Investment,Mutual Fund,5159,expense,HDFC Savings,UPI
7/8/2023,Restaurant Payment,Dining,3955,expense,HDFC Savings,NetBanking
4/8/2024,Travel Booking,Travel,6730,expense,HDFC Savings,UPI
4/11/2023,Travel Booking,Travel,1535,expense,HDFC Savings,NetBanking
3/27/2024,House Rent,Rent,19795,expense,HDFC Savings,Card
3/1/2022,Electricity Bill,Electricity,6870,expense,ICICI Savings,Card
11/8/2023,Broadband Bill,Internet,3989,expense,HDFC Savings,Card
10/20/2023,Medical Expense,Medical,5860,expense,ICICI Savings,Card
4/24/2024,Restaurant Payment,Dining,3590,expense,HDFC Savings,NetBanking
3/16/2024,Equity Purchase,Stocks,12842,expense,HDFC Savings,Card
2/21/2022,Online Shopping,Shopping,3147,expense,HDFC Savings,NetBanking
6/12/2024,Electricity Bill,Electricity,1462,expense,ICICI Savings,NetBanking
6/1/2022,Fuel Station,Fuel,4343,expense,HDFC Savings,UPI
6/9/2022,Fuel Station,Fuel,5105,expense,HDFC Savings,NetBanking
3/11/2024,Travel Booking,Travel,3011,expense,ICICI Savings,Card
2/16/2024,Broadband Bill,Internet,2508,expense,ICICI Savings,NetBanking
1/13/2024,Travel Booking,Travel,1407,expense,HDFC Savings,Card
9/13/2022,Medical Expense,Medical,1737,expense,ICICI Savings,NetBanking
2/27/2024,Freelance Project Payment,Freelance,6707,income,HDFC Savings,UPI
5/14/2022,Freelance Project Payment,Freelance,904,income,HDFC Savings,UPI
6/28/2023,Electricity Bill,Electricity,4406,expense,HDFC Savings,UPI
12/15/2023,Fuel Station,Fuel,5839,expense,ICICI Savings,NetBanking
9/21/2023,Monthly Salary Credit,Salary,81941,income,HDFC Savings,Card
5/25/2024,Monthly Salary Credit,Salary,88277,income,ICICI Savings,Card
12/12/2023,Monthly Salary Credit,Salary,86146,income,HDFC Savings,NetBanking
6/4/2022,Fuel Station,Fuel,1048,expense,ICICI Savings,NetBanking
12/30/2022,House Rent,Rent,24800,expense,ICICI Savings,NetBanking
2/22/2024,Freelance Project Payment,Freelance,4246,income,HDFC Savings,UPI
6/29/2022,House Rent,Rent,23064,expense,ICICI Savings,NetBanking
9/18/2022,Supermarket Purchase,Groceries,2004,expense,ICICI Savings,UPI
6/17/2022,Monthly Salary Credit,Salary,71819,income,ICICI Savings,UPI
5/28/2022,Freelance Project Payment,Freelance,3277,income,HDFC Savings,Card
11/27/2023,Fuel Station,Fuel,5812,expense,ICICI Savings,NetBanking
6/19/2024,Medical Expense,Medical,3333,expense,HDFC Savings,UPI
1/28/2024,Travel Booking,Travel,212,expense,HDFC Savings,UPI
10/24/2022,Restaurant Payment,Dining,2674,expense,ICICI Savings,UPI
11/9/2022,Broadband Bill,Internet,7086,expense,ICICI Savings,NetBanking
9/6/2023,Insurance Premium,Insurance,7756,expense,ICICI Savings,UPI
10/5/2022,Electricity Bill,Electricity,370,expense,HDFC Savings,UPI
5/30/2024,Fuel Station,Fuel,5228,expense,ICICI Savings,NetBanking
12/2/2023,Fuel Station,Fuel,784,expense,ICICI Savings,UPI
3/17/2024,Medical Expense,Medical,3871,expense,ICICI Savings,Card
10/1/2023,Travel Booking,Travel,7603,expense,HDFC Savings,Card
3/14/2023,Medical Expense,Medical,5589,expense,HDFC Savings,UPI
6/17/2024,Insurance Premium,Insurance,6270,expense,ICICI Savings,Card
8/27/2022,Restaurant Payment,Dining,1715,expense,ICICI Savings,Card
5/1/2023,Fuel Station,Fuel,6710,expense,HDFC Savings,UPI
1/3/2023,Insurance Premium,Insurance,1458,expense,HDFC Savings,Card
3/24/2022,Online Shopping,Shopping,3061,expense,HDFC Savings,UPI
4/8/2024,Insurance Premium,Insurance,1296,expense,HDFC Savings,NetBanking
1/13/2023,Insurance Premium,Insurance,6140,expense,HDFC Savings,UPI
8/30/2023,Restaurant Payment,Dining,1158,expense,HDFC Savings,Card
6/4/2024,SIP Investment,Mutual Fund,9725,expense,HDFC Savings,UPI
6/5/2022,Insurance Premium,Insurance,2802,expense,ICICI Savings,NetBanking
12/19/2023,Insurance Premium,Insurance,3495,expense,HDFC Savings,Card
9/8/2022,Electricity Bill,Electricity,5675,expense,HDFC Savings,NetBanking
2/23/2023,House Rent,Rent,19860,expense,HDFC Savings,UPI
3/18/2023,Online Shopping,Shopping,822,expense,ICICI Savings,NetBanking
9/23/2022,Insurance Premium,Insurance,4413,expense,HDFC Savings,NetBanking
11/16/2023,Broadband Bill,Internet,2982,expense,HDFC Savings,UPI
7/29/2022,Travel Booking,Travel,1076,expense,HDFC Savings,NetBanking
7/6/2023,SIP Investment,Mutual Fund,3662,expense,HDFC Savings,Card
8/11/2023,Broadband Bill,Internet,7176,expense,HDFC Savings,NetBanking
5/26/2024,House Rent,Rent,16052,expense,HDFC Savings,UPI
5/20/2024,House Rent,Rent,16546,expense,HDFC Savings,UPI
1/17/2023,Travel Booking,Travel,2625,expense,HDFC Savings,NetBanking
1/17/2023,Broadband Bill,Internet,1458,expense,ICICI Savings,NetBanking
3/4/2023,Broadband Bill,Internet,4291,expense,ICICI Savings,Card
1/9/2022,Freelance Project Payment,Freelance,6455,income,HDFC Savings,NetBanking
12/1/2022,Restaurant Payment,Dining,4756,expense,HDFC Savings,Card
11/13/2022,Restaurant Payment,Dining,6344,expense,HDFC Savings,NetBanking
1/1/2022,Monthly Salary Credit,Salary,86037,income,ICICI Savings,UPI
8/7/2023,Broadband Bill,Internet,7700,expense,ICICI Savings,Card
10/16/2023,Broadband Bill,Internet,4135,expense,HDFC Savings,Card
6/18/2023,Fuel Station,Fuel,6556,expense,ICICI Savings,NetBanking
2/16/2023,Restaurant Payment,Dining,7947,expense,ICICI Savings,NetBanking
11/15/2022,SIP Investment,Mutual Fund,4945,expense,ICICI Savings,NetBanking
5/13/2022,Supermarket Purchase,Groceries,2626,expense,HDFC Savings,UPI
9/18/2023,House Rent,Rent,22145,expense,HDFC Savings,UPI
3/18/2022,Supermarket Purchase,Groceries,1699,expense,HDFC Savings,Card
12/8/2023,Freelance Project Payment,Freelance,572,income,ICICI Savings,UPI
9/19/2023,Restaurant Payment,Dining,4557,expense,HDFC Savings,UPI
10/16/2022,Travel Booking,Travel,4178,expense,HDFC Savings,UPI
4/28/2023,Equity Purchase,Stocks,13076,expense,ICICI Savings,UPI
4/25/2024,SIP Investment,Mutual Fund,9656,expense,ICICI Savings,NetBanking
12/9/2023,Broadband Bill,Internet,990,expense,HDFC Savings,NetBanking
12/17/2023,Supermarket Purchase,Groceries,1108,expense,HDFC Savings,UPI
8/13/2022,Online Shopping,Shopping,3659,expense,ICICI Savings,UPI
1/26/2024,Travel Booking,Travel,6304,expense,HDFC Savings,NetBanking
1/3/2022,Monthly Salary Credit,Salary,60176,income,ICICI Savings,UPI
2/5/2024,House Rent,Rent,23834,expense,ICICI Savings,UPI
7/12/2023,Online Shopping,Shopping,1744,expense,HDFC Savings,UPI
11/26/2022,Medical Expense,Medical,580,expense,ICICI Savings,UPI
10/4/2022,Supermarket Purchase,Groceries,7460,expense,HDFC Savings,NetBanking
12/28/2023,Monthly Salary Credit,Salary,71641,income,HDFC Savings,Card
5/12/2024,SIP Investment,Mutual Fund,13091,expense,HDFC Savings,NetBanking
3/8/2024,Insurance Premium,Insurance,6485,expense,HDFC Savings,UPI
4/7/2023,Online Shopping,Shopping,4574,expense,ICICI Savings,UPI
4/22/2024,Electricity Bill,Electricity,6395,expense,ICICI Savings,UPI
5/28/2024,Supermarket Purchase,Groceries,1652,expense,HDFC Savings,NetBanking
9/17/2023,Online Shopping,Shopping,5714,expense,HDFC Savings,UPI
4/14/2024,Electricity Bill,Electricity,3538,expense,HDFC Savings,NetBanking
12/11/2022,Medical Expense,Medical,1134,expense,ICICI Savings,UPI
2/12/2023,Electricity Bill,Electricity,1058,expense,HDFC Savings,Card
7/20/2023,Restaurant Payment,Dining,6564,expense,HDFC Savings,UPI
3/18/2022,Supermarket Purchase,Groceries,1470,expense,HDFC Savings,UPI
8/20/2022,Travel Booking,Travel,5187,expense,HDFC Savings,UPI
11/21/2023,Broadband Bill,Internet,7156,expense,HDFC Savings,Card
7/11/2022,Electricity Bill,Electricity,6238,expense,HDFC Savings,NetBanking
5/4/2023,Fuel Station,Fuel,6001,expense,HDFC Savings,Card
5/9/2023,Electricity Bill,Electricity,3359,expense,HDFC Savings,NetBanking
2/14/2022,Online Shopping,Shopping,6389,expense,ICICI Savings,NetBanking
6/21/2022,Monthly Salary Credit,Salary,80801,income,HDFC Savings,NetBanking
4/12/2024,Restaurant Payment,Dining,2226,expense,HDFC Savings,NetBanking
5/11/2022,Electricity Bill,Electricity,5170,expense,ICICI Savings,Card
4/30/2022,Electricity Bill,Electricity,7722,expense,HDFC Savings,Card
